title,genre,original_language,release_date,ratings
The Book of Eli,"Action,Thriller,Science Fiction",en,2010-01-11,6.8
Henry: Portrait of a Serial Killer,"Crime,Horror,Thriller",en,1986-04-10,6.8
Hitman's Wife's Bodyguard,"Action,Comedy,Thriller",en,2021-06-14,6.8
Tangled: Before Ever After,"Adventure,Animation,Comedy,Family,Fantasy,TV Movie",en,2017-03-10,6.8
Allied,"Action,Drama,War,Romance,Thriller",en,2016-11-17,6.8
Ultimate Avengers: The Movie,"Action,Animation,Family,Adventure,Science Fiction",en,2006-02-21,6.8
Narc,"Crime,Drama,Thriller,Mystery",en,2002-01-14,6.8
The Bone Collector,"Drama,Mystery,Thriller,Crime",en,1999-11-04,6.8
He Got Game,Drama,en,1998-05-01,6.8
Mermaids,"Comedy,Drama,Romance",en,1990-12-14,6.8
Monster's Ball,"Drama,Romance",en,2001-06-07,6.8
Chappie,"Crime,Action,Science Fiction",en,2015-03-04,6.8
Kill the Irishman,"Action,Crime,Thriller,Drama",en,2011-03-10,6.8
The Naked Gun 2½: The Smell of Fear,"Comedy,Crime",en,1991-06-28,6.8
The Restaurant,Comedy,fr,1966-09-09,6.8
My Dog Skip,"Comedy,Drama,Family",en,2000-01-12,6.8
Croupier,"Drama,Thriller",en,1998-06-25,6.8
A Serious Man,"Comedy,Drama",en,2009-09-30,6.8
The Lost City,"Action,Adventure,Comedy",en,2022-03-24,6.8
Niagara,Thriller,en,1953-01-26,6.8
The Monster Squad,"Comedy,Action,Fantasy",en,1987-08-14,6.8
Conan the Barbarian,"Adventure,Fantasy,Action",en,1982-04-02,6.8
An Unfinished Life,Drama,en,2005-09-09,6.8
Shadow,"Action,Drama",zh,2018-09-30,6.8
Thor,"Adventure,Fantasy,Action",en,2011-04-21,6.8
Acqua e sapone,"Comedy,Romance",it,1983-10-27,6.8
Mighty Aphrodite,"Comedy,Romance",en,1995-09-13,6.8
Mallrats,"Romance,Comedy",en,1995-10-20,6.8
The Devil's Rejects,"Drama,Horror,Crime",en,2005-07-22,6.8
King Kong vs. Godzilla,"Action,Adventure,Science Fiction",ja,1962-08-11,6.8
Fear Street: 1994,"Mystery,Horror",en,2021-06-28,6.8
Kodachrome,"Drama,Comedy",en,2017-09-08,6.8
The Club of the Misunderstood,"Comedy,Drama,Fantasy,Romance",es,2014-12-25,6.8
Nymphomaniac: Vol. II,"Drama,Mystery",en,2013-12-25,6.8
Ravenous,"Horror,Western,Adventure",en,1999-03-16,6.8
History of the World: Part I,Comedy,en,1981-06-12,6.8
A Love Song for Bobby Long,Drama,en,2004-09-02,6.8
Curse of the Golden Flower,"Action,Drama,Fantasy",zh,2006-12-14,6.8
Steve Jobs,"Drama,History",en,2015-10-09,6.8
In the Valley of Elah,"History,Drama,Thriller,Crime,Mystery",en,2007-08-31,6.8
The Quake,"Action,Thriller",no,2018-08-31,6.8
'71,"Thriller,Action,Drama,War",en,2014-10-10,6.8
Metro,"Action,Thriller",ru,2013-02-21,6.8
Enchanted,"Comedy,Family,Fantasy,Romance",en,2007-11-20,6.8
The Whistleblower,"Drama,Thriller,Crime",en,2010-09-13,6.8
Black Beauty,"Adventure,Family",en,1994-07-29,6.8
The Last Boy Scout,"Action,Thriller",en,1991-03-19,6.8
"Mektoub, My Love: Canto Uno","Romance,Drama",fr,2017-09-07,6.8
The Madagascar Penguins in a Christmas Caper,"Animation,Comedy,Family",en,2005-09-23,6.8
Fantastic Voyage,"Adventure,Science Fiction",en,1966-08-24,6.8
Benedetta,"Drama,History,Romance",fr,2021-07-09,6.8
Opera,"Thriller,Horror,Mystery",it,1987-12-19,6.8
Bridget Jones's Diary,"Comedy,Romance,Drama",en,2001-04-13,6.8
Scream,"Horror,Mystery,Thriller",en,2022-01-12,6.8
The Drop,"Drama,Crime",en,2014-09-12,6.8
The Women on the 6th Floor,Comedy,fr,2010-12-20,6.8
7 and 8,Comedy,it,2007-03-16,6.8
Legend of the Guardians: The Owls of Ga'Hoole,"Animation,Adventure,Family,Fantasy",en,2010-07-10,6.8
Dark Water,"Horror,Mystery",ja,2002-01-19,6.8
Cat's Eye,"Horror,Thriller",en,1985-04-12,6.8
Wendy and Lucy,Drama,en,2008-12-10,6.8
The Spy Who Loved Me,"Adventure,Action,Thriller",en,1977-07-07,6.8
Sun in Buckets,Comedy,it,2013-10-31,6.8
The House at the End of Time,"Horror,Drama,Fantasy",es,2013-06-21,6.8
The Trip,"Comedy,Drama",en,2011-04-24,6.8
The Girl in the Fog,"Crime,Thriller,Mystery",it,2017-10-26,6.8
Monster Hunter,"Action,Fantasy,Adventure",en,2020-12-03,6.8
Demolition,"Comedy,Drama",en,2016-04-06,6.8
DuckTales: The Movie - Treasure of the Lost Lamp,"Adventure,Animation,Family,Comedy,Fantasy",en,1990-08-03,6.8
First Love,"Crime,Action,Comedy,Thriller",ja,2019-05-31,6.8
The Climb,"Comedy,Romance,Adventure",fr,2017-01-25,6.8
City of Angels,"Romance,Drama,Fantasy",en,1998-04-10,6.8
Acrimony,Thriller,en,2018-03-30,6.8
Teen Beach 2,"TV Movie,Family,Comedy,Fantasy",en,2015-06-26,6.8
Tinker Bell and the Lost Treasure,"Animation,Family,Adventure,Fantasy",en,2009-09-03,6.8
Barbie Fairytopia: Magic of the Rainbow,"Animation,Family,Fantasy,Romance",en,2007-03-13,6.8
UHF,Comedy,en,1989-07-21,6.8
High Tension,"Horror,Thriller,Mystery",fr,2003-06-18,6.8
Guava Island,"Comedy,Thriller",en,2019-04-13,6.8
Hidden,"Thriller,Horror",en,2015-09-15,6.8
Bottle Rocket,"Comedy,Crime,Drama",en,1996-02-21,6.8
The Tiger and the Snow,"Comedy,Drama,Romance",it,2005-10-14,6.8
X,"Horror,Mystery,Thriller",en,2022-03-17,6.8
Breaking Surface,"Thriller,Drama,Action",sv,2020-02-14,6.8
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"Adventure,Comedy,Drama",sv,2013-12-25,6.8
Return,Drama,en,2011-02-10,6.8
Whip It,Drama,en,2009-04-09,6.8
I'm for the Hippopotamus,"Action,Adventure,Comedy",it,1979-11-30,6.8
Four Weddings and a Funeral,"Comedy,Drama,Romance",en,1994-03-09,6.8
Coven,"Drama,History",eu,2020-10-02,6.8
Two Sons of Francisco,"Drama,History,Music",pt,2005-08-19,6.8
Il Ragazzo di Campagna,Comedy,it,1984-12-20,6.8
Piglet's Big Movie,"Animation,Family",en,2003-03-16,6.8
Scanners,"Science Fiction,Horror",en,1981-01-14,6.8
Death Becomes Her,"Comedy,Fantasy,Horror",en,1992-07-30,6.8
Leave No Trace,Drama,en,2018-06-29,6.8
Last Flag Flying,"Drama,Comedy",en,2017-11-03,6.8
The Clan,"Drama,History,Crime",es,2015-08-13,6.8
He's All That,"Romance,Comedy",en,2021-08-27,6.7
What We Did on Our Holiday,Comedy,en,2014-09-26,6.8
Better Off Dead...,Comedy,en,1985-10-11,6.8
Wyatt Earp,"Western,Drama,Action,Adventure",en,1994-06-24,6.8
Rob Roy,"Adventure,History,War,Drama,Action",en,1995-04-13,6.8
The Rescuers,"Fantasy,Family,Animation,Adventure",en,1977-06-22,6.8
Waitress,"Drama,Comedy,Romance",en,2007-05-25,6.8
Fletch,"Comedy,Crime,Mystery",en,1985-05-31,6.8
The Italian Job,"Action,Crime",en,2003-05-30,6.8
The Good Son,Thriller,en,1993-09-24,6.8
Love Story,"Romance,Drama",en,1970-12-16,6.8
21 Bridges,"Crime,Action,Drama",en,2019-10-24,6.8
Night of the Creeps,"Horror,Comedy,Science Fiction",en,1986-08-21,6.8
Westworld,"Adventure,Science Fiction,Western",en,1973-08-15,6.8
Transformers,"Adventure,Science Fiction,Action",en,2007-06-27,6.8
Camp X-Ray,Drama,en,2014-10-17,6.7
We Bought a Zoo,"Drama,Comedy,Family",en,2011-12-08,6.7
The World According to Garp,Drama,en,1982-08-13,6.7
The Little Rascals,"Romance,Comedy,Family",en,1994-08-05,6.7
Chopper,"Crime,Drama,Thriller",en,2000-06-21,6.7
Den of Thieves,"Action,Thriller,Crime",en,2018-01-18,6.7
99 Homes,Drama,en,2015-09-25,6.7
Super 8,"Thriller,Science Fiction,Mystery",en,2011-06-08,6.7
Up in Smoke,Comedy,en,1978-05-16,6.7
The Square,Drama,en,2017-08-25,6.7
Hush,"Horror,Thriller",en,2016-03-12,6.7
Hot Summer Nights,"Drama,Comedy,Crime",en,2018-07-26,6.7
The Harder They Fall,Western,en,2021-10-22,6.7
Twitches Too,"Drama,Family,Fantasy,TV Movie",en,2007-10-12,6.7
200 Pounds Beauty,"Drama,Comedy,Romance",ko,2006-12-14,6.7
"See No Evil, Hear No Evil","Comedy,Crime",en,1989-05-12,6.7
My Brother Is an Only Child,"Comedy,Drama,History",it,2007-03-28,6.7
Panic Room,"Crime,Drama,Thriller",en,2002-03-29,6.7
Bad Samaritan,"Thriller,Crime,Horror",en,2018-04-19,6.7
Anna Karenina,"Drama,Romance",en,2012-09-06,6.7
The Beautician and the Beast,"Comedy,Romance",en,1997-02-07,6.7
Romancing the Stone,"Adventure,Action,Comedy,Romance",en,1984-03-30,6.7
Confessions of a Dangerous Mind,"Comedy,Crime,Drama,Romance,Thriller",en,2002-12-31,6.7
The Unholy,"Horror,Mystery",en,2021-03-31,6.7
Exam,"Thriller,Mystery",en,2009-06-19,6.7
Hellboy II: The Golden Army,"Action,Adventure,Mystery,Fantasy",en,2008-07-11,6.7
The Sadness,"Horror,Action,Thriller",zh,2021-01-22,6.7
In the Heart of the Sea,"Thriller,Drama,Adventure,Action,History",en,2015-11-20,6.7
The Cooler,"Romance,Drama",en,2003-11-26,6.7
Blade,"Horror,Action",en,1998-08-21,6.7
Lock Up,"Action,Crime",en,1989-08-04,6.7
Fallen,"Crime,Drama,Action,Thriller,Horror",en,1998-01-16,6.7
Thunderbolt and Lightfoot,"Crime,Comedy,Action",en,1974-05-23,6.8
Fantomas Unleashed,"Comedy,Crime,Adventure,Fantasy",fr,1965-12-08,6.7
Wild Child,"Comedy,Drama,Romance",en,2008-08-15,6.7
Hannibal,"Crime,Drama,Thriller",en,2001-02-08,6.7
Superman II,"Science Fiction,Action,Adventure",en,1980-12-04,6.7
Frankie and Johnny,"Drama,Romance,Comedy",en,1991-10-11,6.7
The Little Devil,"Comedy,Fantasy,Romance",it,1988-07-01,6.7
Twitches,"Comedy,Drama,Family,Fantasy,TV Movie",en,2005-10-14,6.7
Dragon Ball GT: A Hero's Legacy,"Animation,Family,Fantasy",ja,1997-03-26,6.7
The Rookie,"Drama,Family",en,2002-03-25,6.7
The Year of Living Dangerously,"Drama,Romance,War",en,1982-12-17,6.7
Michael Clayton,"Drama,Thriller",en,2007-07-12,6.7
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,en,2006-11-01,6.7
Run Hide Fight,"Action,Crime,Thriller",en,2020-09-10,6.7
Sweet Girl,Action,en,2021-08-18,6.7
Major Grom: Plague Doctor,"Action,Adventure",ru,2021-04-01,6.7
Mazinger Z: Infinity,"Action,Science Fiction,Animation",ja,2017-10-27,6.7
The Smurfs: A Christmas Carol,"Comedy,Family,Animation",en,2011-12-02,6.7
Son of Rambow,Comedy,en,2007-01-22,6.7
The 'Burbs,"Comedy,Horror,Thriller",en,1989-02-17,6.7
Hearts in Atlantis,"Drama,Mystery",en,2001-09-07,6.7
Fantomas vs. Scotland Yard,"Comedy,Crime,Adventure,Fantasy",fr,1967-03-16,6.7
The Good Dinosaur,"Adventure,Animation,Family",en,2015-11-14,6.7
Arthur Christmas,"Drama,Animation,Family,Comedy",en,2011-11-10,6.7
The Family Man,"Comedy,Drama,Romance,Fantasy",en,2000-12-12,6.7
Spree,"Thriller,Horror,Comedy",en,2020-08-14,6.7
Riki-Oh: The Story of Ricky,"Comedy,Action,Thriller",cn,1991-10-05,6.7
Tu la conosci Claudia?,Comedy,it,2004-12-15,6.7
Dragon Ball Z: Super Android 13!,"Action,Animation,Science Fiction",ja,1992-07-11,6.7
The Firm,"Drama,Mystery,Thriller",en,1993-06-30,6.7
Mickey and the Beanstalk,"Family,Animation,Adventure,Fantasy",en,1947-09-27,6.7
Boiler Room,"Crime,Drama,Thriller",en,2000-02-18,6.7
Ju-on: The Grudge,Horror,ja,2002-10-18,6.7
Far and Away,"Adventure,Drama,Romance,Western",en,1992-05-22,6.7
The Highwaymen,"Crime,Drama,Thriller",en,2019-03-15,6.7
Dora and the Lost City of Gold,"Adventure,Comedy,Family,Fantasy",en,2019-08-08,6.7
Appleseed Alpha,"Animation,Science Fiction,Action",ja,2014-05-28,6.7
Kinky Boots,"Comedy,Drama,Music",en,2005-08-30,6.7
Four Brothers,"Action,Crime",en,2005-08-11,6.7
Border,"Fantasy,Drama,Crime",sv,2018-09-27,6.7
Special Forces,"Action,Drama,War",fr,2011-11-02,6.7
Stealing Beauty,"Drama,Romance",en,1996-03-29,6.7
Slacker,"Comedy,Drama",en,1991-07-05,6.7
Inside,Horror,fr,2007-06-13,6.7
Anna and the King,"Drama,Romance,History",en,1999-12-16,6.7
The Royal Treatment,"Romance,Comedy",en,2022-01-20,6.7
Invisible Sister,"Fantasy,Adventure,Comedy,TV Movie",en,2015-12-10,6.7
Pawn Sacrifice,"Thriller,Drama",en,2015-09-16,6.7
Resident Evil: Degeneration,"Animation,Horror,Action,Science Fiction",en,2008-02-13,6.7
Body Double,"Crime,Mystery,Thriller",en,1984-10-25,6.7
District B13,"Action,Thriller,Science Fiction",fr,2004-11-09,6.7
Yesterday,"Comedy,Fantasy,Music,Romance",en,2019-06-27,6.7
Mermaid Down,"Horror,Fantasy,Mystery,Thriller",en,2019-10-15,6.7
Uncle Drew,Comedy,en,2018-06-27,6.7
The Boxer,"Drama,Romance",en,1997-12-31,6.7
Police Story 3: Super Cop,"Action,Crime,Thriller",cn,1992-07-04,6.7
Emma,"Romance,Comedy,Drama",en,1996-08-02,6.7
Long Shot,"Comedy,Romance",en,2019-05-02,6.7
Peter Rabbit,"Animation,Adventure,Family",en,2018-02-07,6.7
Puncture,"Drama,Mystery",en,2011-09-23,6.7
Chaos Walking,Science Fiction,en,2021-02-24,6.7
Chained,"Horror,Thriller,Crime",en,2012-10-02,6.7
Ultimate Avengers 2: Rise of the Panther,"Adventure,Animation,Action,Science Fiction",en,2006-08-08,6.7
All Dogs Go to Heaven,"Drama,Animation,Family,Comedy,Fantasy",en,1989-11-17,6.7
Never Back Down,"Drama,Action",en,2008-03-04,6.7
Multiverse,"Drama,Science Fiction",en,2021-11-12,6.7
Enough Said,"Comedy,Drama,Romance",en,2013-09-18,6.7
Batman: Mysteriet om Batkvinden,"Adventure,Fantasy,Animation,Action,Science Fiction",en,2003-10-21,6.7
Mansfield Park,"Romance,Drama",en,1999-11-12,6.7
Oliver Twist,"Crime,Drama,Family",en,2005-09-23,6.7
Maze Runner: The Scorch Trials,"Science Fiction,Action,Thriller,Adventure",en,2015-09-09,6.7
La matassa,Comedy,it,2009-03-13,6.7
Rabbit Hole,Drama,en,2010-12-16,6.7
Penelope,"Fantasy,Comedy,Romance",en,2006-03-01,6.7
The Big Red One,"Drama,War",en,1980-01-22,6.7
The Craft,"Horror,Drama,Fantasy",en,1996-05-03,6.7
Black and Blue,"Drama,Action,Thriller",en,2019-10-25,6.7
Hector and the Search for Happiness,"Adventure,Drama,Comedy",en,2014-08-14,6.7
Purple Rain,"Drama,Music,Romance",en,1984-07-27,6.7
Dog Soldiers,"Horror,Action,Thriller",en,2002-05-10,6.7
Appleseed,"Animation,Action,Science Fiction",ja,2004-04-17,6.7
Jolt,"Action,Thriller",en,2021-07-15,6.7
Escape Plan,"Action,Thriller",en,2013-10-09,6.7
The Devil's Double,"Drama,Action,Thriller,Crime,War",en,2011-02-11,6.7
The Little Bather,Comedy,fr,1968-03-22,6.7
Parenthood,Comedy,en,1989-07-31,6.7
The Little Death,"Drama,Comedy,Romance",en,2014-06-13,6.7
Charlotte's Web,"Family,Music,Animation,Drama,Comedy",en,1973-03-01,6.7
Get Rich or Die Tryin',"Drama,Crime,Music",en,2005-11-09,6.7
The Warlords,"Action,Drama,History",zh,2007-12-12,6.7
The Little Mermaid: Ariel's Beginning,"Family,Animation",en,2008-08-25,6.7
Che: Part Two,"Drama,History,War",en,2008-12-12,6.7
How the Grinch Stole Christmas,"Family,Comedy,Fantasy",en,2000-11-17,6.7
Chicken Run,"Animation,Comedy,Family",en,2000-06-21,6.7
A United Kingdom,"Drama,History",en,2016-11-25,6.7
Phoenix,Drama,de,2014-09-25,6.7
Quick Change,"Comedy,Crime",en,1990-07-13,6.7
The Ghost and the Darkness,"Adventure,Horror",en,1996-10-11,6.7
Lord of the Flies,"Thriller,Adventure,Drama",en,1963-08-13,6.7
Sleepless in Seattle,"Comedy,Drama,Romance",en,1993-06-24,6.7
Batman: Gotham by Gaslight,"Thriller,Action,Animation,Science Fiction",en,2018-01-12,6.7
Get on Up,"Drama,Music",en,2014-08-01,6.7
Get Low,"Comedy,Drama,Mystery",en,2009-09-21,6.7
The Adjustment Bureau,"Science Fiction,Thriller,Romance",en,2011-03-03,6.7
Valmont,"Drama,Romance",en,1989-11-17,6.7
The Tree of Life,"Drama,Fantasy",en,2011-05-17,6.7
Ice Age: Dawn of the Dinosaurs,"Animation,Comedy,Family,Adventure",en,2009-06-26,6.7
Practical Magic,"Romance,Comedy,Fantasy",en,1998-10-16,6.7
A Royal Christmas,"TV Movie,Romance,Family,Comedy",en,2014-11-21,6.7
Local Hero,"Comedy,Drama",en,1983-02-17,6.7
Logan Lucky,"Action,Comedy,Crime,Drama",en,2017-08-17,6.7
She's Gotta Have It,"Comedy,Romance",en,1986-08-08,6.7
Catch-22,"War,Comedy,Drama",en,1970-06-24,6.7
Legally Blonde,Comedy,en,2001-07-13,6.7
Thor: Love and Thunder,"Action,Adventure,Fantasy",en,2022-07-06,6.7
Motherless Brooklyn,"Drama,Thriller",en,2019-10-31,6.7
One Kiss,"Romance,Comedy",it,2016-03-31,6.7
Asterix in Britain,"Family,Animation,Adventure,Comedy",fr,1986-12-03,6.7
Tag,"Comedy,Action",en,2018-05-30,6.7
In Her Name,"Drama,Crime",fr,2016-03-16,6.7
Sisters,"Horror,Mystery,Thriller",en,1973-03-26,6.7
Superman: Doomsday,"Action,Animation,Science Fiction,Family",en,2007-09-18,6.7
Saturday Night Fever,"Drama,Music",en,1977-12-16,6.7
El Mariachi,"Action,Crime,Thriller",es,1992-09-04,6.7
Tenacious D in The Pick of Destiny,"Comedy,Music",en,2006-11-22,6.7
Ashfall,"Action,Adventure,Thriller",ko,2019-12-19,6.7
"Don't Worry, He Won't Get Far on Foot","Comedy,Drama",en,2018-04-04,6.7
Before We Go,"Comedy,Drama,Romance",en,2014-09-04,6.7
The Girl Next Door,"Comedy,Romance",en,2004-04-09,6.7
Marvin's Room,Drama,en,1996-12-18,6.7
Rising High,"Comedy,Drama",de,2020-04-17,6.7
Trolls Holiday,"Adventure,Animation,Family,Fantasy",en,2017-11-01,6.7
What If,"Drama,Comedy,Romance",en,2013-09-07,6.7
Mr. Peabody & Sherman,"Animation,Adventure,Family",en,2014-02-07,6.7
Tidal Wave,"Action,Drama,Thriller",ko,2009-06-06,6.7
Pollock,"Drama,Romance",en,2000-09-06,6.7
Altered States,"Horror,Science Fiction,Thriller",en,1980-12-25,6.7
Anchorman: The Legend of Ron Burgundy,Comedy,en,2004-07-09,6.7
Life Is a Long Quiet River,Comedy,fr,1988-02-03,6.7
Days of Glory,"Drama,History,War",fr,2006-09-27,6.7
The Immortal,"Crime,Drama,Thriller",it,2019-12-05,6.7
Zulu,"Crime,Drama,Thriller",en,2013-12-04,6.7
The Brood,"Horror,Science Fiction",en,1979-05-25,6.7
Repo Man,"Comedy,Science Fiction",en,1984-02-20,6.7
The Da Vinci Code,"Thriller,Mystery",en,2006-05-17,6.7
The Freshmen,"Comedy,Drama",fr,2018-09-12,6.7
Benvenuti al Sud,Comedy,it,2010-10-01,6.7
Mongol: The Rise of Genghis Khan,"History,Adventure,War,Action",ru,2007-09-20,6.7
Oliver & Company,"Animation,Comedy,Family",en,1988-11-18,6.7
The Stepford Wives,"Horror,Mystery,Science Fiction,Thriller",en,1975-02-12,6.7
Silver Streak,"Comedy,Crime,Romance,Thriller",en,1976-12-03,6.7
Barbie: A Fairy Secret,"Animation,Family,Fantasy",en,2011-03-01,6.7
Made in Dagenham,"Comedy,Drama,History",en,2010-09-11,6.7
How to Lose a Guy in 10 Days,"Comedy,Romance",en,2003-02-07,6.7
An American Tail,"Drama,Family,Animation,Adventure",en,1986-11-21,6.7
All Eyez on Me,"Music,Drama",en,2017-06-12,6.7
Naked Weapon,"Action,Drama,Thriller",cn,2002-11-15,6.7
Elizabeth: The Golden Age,"Drama,History,Romance",en,2007-09-09,6.7
Con Air,"Action,Thriller,Crime",en,1997-06-05,6.7
The Thomas Crown Affair,"Drama,Crime,Romance",en,1999-08-06,6.7
The Life Ahead,Drama,it,2020-11-03,6.7
House of Gucci,"Drama,Crime,History",en,2021-11-24,6.7
Kate,Action,en,2021-09-10,6.7
Little White Lies 2,"Comedy,Drama",fr,2019-05-01,6.7
Purl,"Animation,Comedy",en,2019-01-18,6.7
Overlord,"Horror,War,Science Fiction",en,2018-11-01,6.7
Murder on the Orient Express,"Mystery,Crime,Drama",en,2017-11-03,6.7
Goodbye Berlin,"Drama,Comedy",de,2016-09-15,6.7
Bodyguards and Assassins,"Drama,Action,History",cn,2009-12-18,6.7
Batman: Gotham Knight,"Science Fiction,Animation,Action,Adventure",en,2008-07-08,6.7
The Day After,"Science Fiction,Drama,TV Movie",en,1983-11-28,6.7
Around the World in Eighty Days,"Adventure,Comedy,Family,Fantasy,Romance",en,1956-10-17,6.7
Mission: Impossible III,"Adventure,Action,Thriller",en,2006-05-03,6.7
Escape Room: Tournament of Champions,"Horror,Thriller,Mystery",en,2021-07-01,6.7
Graduation,Drama,ro,2016-05-20,6.7
Free State of Jones,"Action,Drama,History,War",en,2016-06-24,6.7
Sabrina the Teenage Witch,"TV Movie,Fantasy,Family,Comedy",en,1996-04-07,6.7
Rock Star,"Music,Drama,Comedy",en,2001-09-04,6.7
13 Going on 30,"Comedy,Fantasy,Romance",en,2004-04-13,6.7
100 Things,Comedy,de,2018-12-06,6.7
The Good Liar,Crime,en,2019-11-08,6.7
Noelle,"Family,Comedy,Fantasy",en,2020-11-20,6.7
Behind the Candelabra,"Drama,Romance",en,2013-05-26,6.7
Three Fugitives,"Comedy,Crime",en,1989-01-27,6.7
Young Guns,"Western,Crime,Action,Adventure",en,1988-02-17,6.7
Bananas,Comedy,en,1971-04-28,6.7
Lethal Weapon 3,"Adventure,Action,Comedy,Thriller,Crime",en,1992-05-15,6.7
Fractured,Thriller,en,2019-09-22,6.7
Loving,"Drama,Romance",en,2016-11-04,6.7
Draft Day,Drama,en,2014-04-11,6.7
Wayne's World,"Comedy,Music",en,1992-02-14,6.7
A Bay of Blood,"Horror,Thriller",it,1971-09-08,6.7
Bull Durham,"Comedy,Romance",en,1988-06-15,6.7
Dolittle,"Family,Fantasy,Adventure",en,2020-01-01,6.7
Bumblebee,"Action,Adventure,Science Fiction",en,2018-12-15,6.7
Alone in Berlin,"War,Thriller,Drama",en,2016-02-15,6.7
"Me, Myself and Mum",Comedy,fr,2013-11-20,6.7
Operation Finale,"Drama,History,Thriller",en,2018-08-29,6.7
The Autopsy of Jane Doe,"Horror,Mystery",en,2016-12-21,6.7
Cado dalle nubi,Comedy,it,2009-11-27,6.7
King of New York,"Thriller,Crime",en,1990-07-18,6.7
The Bounty,"Action,Drama,History",en,1984-05-04,6.7
LEGO Star Wars Holiday Special,"Animation,Family,Adventure,Comedy,Science Fiction",en,2020-11-17,6.7
We Are Your Friends,"Drama,Music,Romance,Comedy",en,2015-08-26,6.7
Superman: Unbound,"Animation,Action,Adventure",en,2013-04-23,6.7
Machine Gun Preacher,"Action,Thriller,Crime",en,2011-09-23,6.7
The Matrix Revolutions,"Adventure,Action,Thriller,Science Fiction",en,2003-11-05,6.7
Tron,"Science Fiction,Action,Adventure",en,1982-07-09,6.7
Another Earth,"Drama,Science Fiction",en,2011-07-22,6.7
Unthinkable,"Drama,Thriller",en,2010-06-14,6.7
The Soloist,"Drama,Music",en,2009-04-24,6.7
Kung Fu Panda: Secrets of the Furious Five,"Animation,Family,Action",en,2008-11-08,6.7
Sabotage,"Drama,Thriller",en,1937-01-08,6.7
Return to Me,"Romance,Comedy",en,2000-04-07,6.7
Ocean's Thirteen,"Crime,Thriller",en,2007-06-06,6.7
Woody Woodpecker,"Comedy,Family,Animation",en,2017-10-05,6.7
The Wave,Thriller,no,2015-08-28,6.7
Goodnight Mommy,"Drama,Horror,Thriller,Mystery",de,2014-10-07,6.7
Miracle on 34th Street,"Fantasy,Drama,Family",en,1994-11-18,6.7
The Blob,"Horror,Science Fiction",en,1988-08-05,6.7
The Polar Express,"Animation,Family,Adventure,Fantasy,Comedy",en,2004-11-10,6.7
River of No Return,"Action,Adventure,Drama,Music,Romance,Western",en,1954-04-30,6.7
Pokémon the Movie: Hoopa and the Clash of Ages,"Family,Adventure,Animation,Action,Fantasy",ja,2015-07-18,6.7
The Sheltering Sky,"Adventure,Drama,Romance",en,1990-10-24,6.7
Fifty Shades Freed,"Drama,Romance",en,2018-01-17,6.7
X+Y,Drama,en,2014-03-13,6.7
Rio,"Animation,Adventure,Comedy,Family",en,2011-04-03,6.7
Kinsey,Drama,en,2004-09-04,6.7
Cypher,"Thriller,Science Fiction",en,2002-10-01,6.7
The First Wives Club,Comedy,en,1996-09-20,6.7
Sergio,Drama,en,2020-01-28,6.7
I Am Mother,"Science Fiction,Thriller",en,2019-06-07,6.7
The Vanishing of Sidney Hall,"Mystery,Drama",en,2018-03-02,6.7
Infinite,"Science Fiction,Action,Thriller",en,2021-09-09,6.7
The Score,"Action,Crime,Thriller,Mystery",en,2001-07-13,6.7
The Client,"Drama,Thriller,Crime,Mystery",en,1994-07-20,6.7
Don Juan DeMarco,"Romance,Drama,Comedy",en,1994-10-12,6.7
From Hell,"Horror,Mystery,Thriller",en,2001-02-08,6.7
Trolls,"Family,Animation,Fantasy,Adventure,Comedy,Music",en,2016-10-13,6.7
RED,"Action,Adventure,Comedy,Crime,Thriller",en,2010-10-13,6.7
Fugitives,"Comedy,Crime",fr,1986-12-17,6.7
Barbie Mariposa,"Animation,Fantasy,Family",en,2008-02-26,6.7
Shadow of the Vampire,"Drama,Horror",en,2000-05-15,6.7
Frantic,"Thriller,Crime,Mystery",en,1988-02-16,6.7
Basquiat,"Drama,History",en,1996-08-09,6.7
Ma Rainey's Black Bottom,"Drama,Music",en,2020-11-25,6.7
Tutta colpa di Freud,Comedy,it,2014-01-23,6.7
The Last Man on Earth,"Horror,Science Fiction",en,1964-03-08,6.7
Mad Max,"Adventure,Action,Thriller,Science Fiction",en,1979-04-12,6.7
Dikkenek,Comedy,fr,2006-06-21,6.7
Bruce Almighty,"Fantasy,Comedy",en,2003-05-23,6.7
The Night House,"Horror,Thriller,Mystery",en,2021-07-15,6.7
Anna,"Thriller,Action",fr,2019-06-19,6.7
Green Lantern: Emerald Knights,"Action,Adventure,Animation,Science Fiction,Drama",en,2011-04-09,6.7
Paul,"Adventure,Comedy,Science Fiction",en,2011-02-14,6.7
Stuber,"Action,Comedy",en,2019-07-11,6.7
Godard Mon Amour,"Drama,Romance,Comedy",fr,2017-06-24,6.7
Serial (Bad) Weddings,Comedy,fr,2014-04-16,6.7
Banana Joe,"Action,Comedy",it,1982-03-24,6.7
"Corrina, Corrina","Comedy,Drama,Family,Romance",en,1994-08-12,6.7
Step Up 2: The Streets,"Music,Drama,Romance",en,2008-02-14,6.7
Dragon Ball Z: Broly – Second Coming,"Animation,Action,Science Fiction",ja,1994-03-12,6.7
