title,genre,original_language,release_date,ratings
Ruby & Quentin,"Comedy,Crime",fr,2003-10-22,6.7
The Voyeurs,Thriller,en,2021-08-25,6.7
Saint Maud,"Drama,Horror,Mystery",en,2020-10-09,6.7
My Week with Marilyn,"Drama,Romance",en,2011-11-23,6.7
Falling in Love,"Drama,Romance",en,1984-11-21,6.7
Angels & Demons,"Thriller,Mystery",en,2009-05-13,6.7
The Skeleton Twins,Drama,en,2014-06-05,6.7
Memphis Belle,"Drama,War,Action",en,1990-09-07,6.7
Team America: World Police,"Adventure,Action,Comedy",en,2004-01-14,6.7
The Gift,"Thriller,Mystery,Drama",en,2015-07-31,6.7
Inferno,"Horror,Thriller",it,1980-02-07,6.7
21,"Drama,Crime",en,2008-03-27,6.7
Alan Partridge: Alpha Papa,Comedy,en,2013-07-24,6.7
Better Watch Out,"Comedy,Horror,Thriller",en,2017-10-06,6.7
The Tender Bar,Drama,en,2021-12-17,6.7
Glass,"Thriller,Drama,Science Fiction",en,2019-01-16,6.7
Husband & Wife,Comedy,it,2017-04-13,6.7
Viceroy's House,"Drama,History",en,2017-03-03,6.7
The Boys from Brazil,"Drama,Mystery,Science Fiction",en,1978-10-05,6.7
A Good Year,"Comedy,Drama,Romance",en,2006-09-09,6.7
2010,"Thriller,Science Fiction",en,1984-12-06,6.7
The Fog,Horror,en,1980-02-08,6.7
Haunt,"Horror,Thriller",en,2019-09-13,6.7
Perfect Strangers,"Drama,Comedy",es,2017-12-01,6.7
Kung Fu Jungle,"Action,Thriller,Crime",cn,2014-10-31,6.7
The Lego Movie 2: The Second Part,"Action,Adventure,Animation,Comedy,Family",en,2019-01-26,6.7
Veronica Guerin,"Drama,Crime,Thriller",en,2003-07-11,6.7
Red Joan,"Thriller,History",en,2018-09-13,6.7
Lords of Chaos,"Drama,Music,Horror,Thriller",en,2018-09-20,6.7
Green Room,"Horror,Crime,Thriller",en,2015-09-25,6.7
Your Friend the Rat,"Animation,Family",en,2007-11-06,6.7
Pokemon the Movie: Mewtwo Strikes Back - Evolution,"Animation,Adventure,Fantasy,Action,Family",ja,2019-07-12,6.7
Tag,"Thriller,Comedy,Action,Horror",ja,2015-05-11,6.7
Ti ricordi di me?,"Romance,Comedy",it,2014-04-03,6.7
Troll Hunter,"Fantasy,Horror",nb,2010-10-29,6.7
Detroit Rock City,"Comedy,Music",en,1999-08-13,6.7
I Am All Girls,"Crime,Drama,Mystery,Thriller",en,2021-05-14,6.7
The Last Days of American Crime,"Action,Crime,Thriller",en,2020-06-05,6.7
The Ides of March,Drama,en,2011-09-24,6.7
Godzilla: King of the Monsters,"Science Fiction,Action",en,2019-05-29,6.7
The Wild One,Drama,en,1953-12-30,6.7
Stir of Echoes,Horror,en,1999-09-10,6.7
Patriot Games,"Drama,Action,Thriller,Crime",en,1992-06-04,6.7
Halloween Kills,"Horror,Thriller",en,2021-10-14,6.7
Peppermint,"Action,Thriller",en,2018-09-06,6.7
Mr. Morgan's Last Love,"Drama,Comedy",en,2013-08-22,6.7
Beaches,"Comedy,Drama",en,1988-12-21,6.7
The Kingdom,"Thriller,Action,Drama",en,2007-08-22,6.7
The Transporter,"Action,Crime,Thriller",en,2002-10-02,6.7
A Family Man,Drama,en,2017-05-18,6.7
The Student and Mister Henri,"Drama,Comedy",fr,2015-10-07,6.7
Dumbo,"Family,Fantasy,Adventure",en,2019-03-27,6.7
Jurassic World,"Action,Adventure,Science Fiction,Thriller",en,2015-06-06,6.7
Exotica,"Drama,Mystery",en,1994-11-30,6.7
We Own the Night,"Drama,Crime,Thriller",en,2007-10-09,6.7
Infinitely Polar Bear,"Drama,Comedy",en,2014-01-18,6.7
Frozen River,Drama,en,2008-03-26,6.7
48 Hrs.,"Thriller,Action,Comedy,Crime,Drama",en,1982-12-07,6.7
The Angel,"Action,Drama,History,Thriller,War",en,2018-05-15,6.7
UglyDolls,"Family,Animation,Music",en,2019-05-01,6.7
Going in Style,"Crime,Comedy",en,2017-04-06,6.7
Balto III: Wings of Change,"Family,Adventure,Animation",en,2004-04-14,6.7
Eye for an Eye,"Drama,Thriller,Crime",es,2019-08-30,6.7
Kursk,"Drama,History,Thriller,Action",en,2018-11-07,6.7
May God Save Us,"Thriller,Crime,Action",es,2016-10-28,6.7
Their Finest,"Romance,War,Drama",en,2017-02-19,6.7
Hysteria,"Comedy,Romance",en,2011-06-06,6.7
Brotherhood of the Wolf,"Adventure,Horror,Action,History",fr,2001-01-31,6.7
Rush Hour 2,"Action,Comedy,Crime",en,2001-08-03,6.7
Backdraft,"Crime,Drama,Thriller",en,1991-05-24,6.7
Ice Age: The Meltdown,"Animation,Family,Comedy,Adventure",en,2006-03-29,6.7
The Trip,"Action,Comedy,Thriller,Horror",no,2021-07-30,6.7
Pig,"Drama,Thriller",en,2021-07-16,6.7
Summertime,"Comedy,Drama,Romance",fr,2015-08-19,6.7
Hours,"Drama,Thriller",en,2013-11-29,6.7
Insidious: Chapter 2,"Horror,Thriller",en,2013-09-12,6.7
Barbie: A Perfect Christmas,"Animation,Family",en,2011-11-03,6.7
Tristan & Isolde,"Drama,Romance,Adventure,Action",en,2006-04-07,6.7
Disturbia,"Thriller,Drama,Mystery",en,2007-04-12,6.7
Ransom,"Action,Thriller",en,1996-11-08,6.7
The Amazing Spider-Man,"Action,Adventure,Fantasy",en,2012-06-23,6.7
Home Alone 2: Lost in New York,"Comedy,Family,Adventure",en,1992-11-19,6.7
Florence Foster Jenkins,"Comedy,Drama",en,2016-05-06,6.7
White God,Drama,hu,2014-06-12,6.7
Pokémon: Mewtwo Returns,"Animation,Family,Action,Adventure,Drama,Fantasy",ja,2001-08-17,6.7
The Mirror Has Two Faces,"Comedy,Drama,Romance",en,1996-11-15,6.7
Blast from the Past,"Science Fiction,Drama,Romance,Comedy",en,1999-02-12,6.7
Black '47,"Drama,Western",en,2018-09-05,6.7
The Boxtrolls,"Animation,Comedy,Family,Fantasy",en,2014-09-10,6.7
Mr. Mom,"Comedy,Drama",en,1983-07-22,6.7
Chances Are,"Fantasy,Comedy,Romance",en,1989-03-10,6.7
Monos,"Drama,War",es,2019-08-15,6.7
Kill the Messenger,"Crime,Drama,Mystery,Thriller",en,2014-10-09,6.7
The Loved Ones,Horror,en,2009-09-13,6.7
Julie & Julia,"Romance,Drama",en,2009-08-06,6.7
Fast & Furious,"Action,Crime,Drama,Thriller",en,2009-04-02,6.7
Beautiful Girls,"Comedy,Drama,Romance",en,1996-02-09,6.7
Swallow,"Drama,Horror,Thriller",en,2020-01-15,6.7
The Cat o' Nine Tails,"Horror,Mystery,Thriller",it,1971-02-12,6.7
White Fang,"Action,Adventure,Drama,Family",en,1991-01-18,6.7
Mr. & Mrs. Smith,"Action,Comedy,Drama,Thriller",en,2005-06-07,6.7
"As Above, So Below","Horror,Thriller",en,2014-08-14,6.7
One Chance,"Drama,Comedy,Music",en,2013-09-09,6.7
The First Great Train Robbery,"Thriller,Adventure,Drama,Crime",en,1978-12-14,6.7
NiNoKuni,"Animation,Action,Adventure,Family,Fantasy,Romance",ja,2019-08-23,6.7
Germinal,"Drama,Romance",fr,1993-09-29,6.7
Public Enemies,"Action,Crime",en,2009-07-01,6.7
Quigley Down Under,Western,en,1990-10-17,6.7
Charlie Bartlett,"Comedy,Drama",en,2007-05-01,6.7
Big Bad Wolves,"Comedy,Crime,Thriller,Horror",he,2013-04-21,6.7
Antichrist,"Drama,Horror,Thriller",en,2009-05-20,6.7
The Hitchhiker's Guide to the Galaxy,"Adventure,Comedy,Science Fiction",en,2005-04-28,6.7
Hairspray,"Comedy,Romance,Drama",en,2007-07-19,6.7
The Matrix Resurrections,"Science Fiction,Action,Adventure",en,2021-12-16,6.7
Overboard,"Romance,Comedy",en,2018-04-13,6.7
Our Souls at Night,"Romance,Drama",en,2017-09-29,6.7
Slow West,"Western,Action,Thriller,Drama",en,2015-05-15,6.7
Return of the Living Dead III,"Science Fiction,Horror",en,1993-10-01,6.7
Welcome to the Sticks,"Comedy,Drama,Romance",fr,2008-02-20,6.7
Meet the Parents,"Comedy,Romance",en,2000-10-06,6.7
"Where'd You Go, Bernadette","Drama,Comedy",en,2019-08-16,6.7
Matinee,"Comedy,Drama",en,1993-01-29,6.7
Wuthering Heights,"Drama,Romance",en,1992-10-16,6.7
Snake Eyes: G.I. Joe Origins,"Action,Adventure",en,2021-06-26,6.7
Joseph: King of Dreams,"Family,Animation",en,2000-11-07,6.7
*batteries not included,"Science Fiction,Comedy,Family,Fantasy",en,1987-12-18,6.7
Foxcatcher,"Drama,Thriller",en,2014-11-14,6.7
I Still See You,"Thriller,Fantasy",en,2018-09-27,6.7
The Grand Seduction,Comedy,en,2014-05-30,6.7
Fantozzi Against the Wind,Comedy,it,1980-11-20,6.7
Caddyshack,Comedy,en,1980-07-25,6.7
Hamlet,"Drama,History",en,1990-12-19,6.7
The 13th Warrior,"Adventure,History,Action",en,1999-08-13,6.7
The Island,"Action,Thriller,Science Fiction,Adventure",en,2005-07-21,6.7
Lost Bullet,"Action,Thriller,Crime",fr,2020-06-19,6.7
The Holiday Calendar,"Romance,Comedy,Family",en,2018-11-02,6.7
Elle,"Drama,Thriller",fr,2016-05-25,6.7
The Purge: Anarchy,"Horror,Thriller",en,2014-07-17,6.7
Friends with Benefits,"Romance,Comedy",en,2011-07-21,6.7
Empire Records,"Music,Comedy,Drama",en,1995-09-22,6.7
Half Nelson,Drama,en,2006-08-11,6.7
Life,"Comedy,Crime",en,1999-04-16,6.7
Operation Mincemeat,"War,History,Drama",en,2022-04-01,6.7
A Perfect Day,"Comedy,Drama,War",en,2015-08-28,6.7
The Red Baron,"Action,Adventure,Drama,History,War",de,2008-03-29,6.7
The Bodyguard,"Thriller,Action,Drama,Music,Romance",en,1992-11-25,6.7
Comet,"Science Fiction,Comedy,Romance",en,2014-12-05,6.7
Demolition Man,"Crime,Action,Science Fiction",en,1993-10-08,6.7
Igby Goes Down,"Comedy,Drama",en,2002-09-13,6.7
Loro,Drama,it,2018-09-13,6.7
The Hunt,"Action,Thriller,Horror",en,2020-03-11,6.7
The Warriors Gate,"Action,Adventure",en,2016-11-18,6.7
Iron Will,"Adventure,Family",en,1994-01-14,6.7
A Nightmare on Elm Street 3: Dream Warriors,"Horror,Thriller",en,1987-02-27,6.7
Out of Sight,"Romance,Comedy,Crime",en,1998-06-26,6.7
Help! I'm a Fish,"Adventure,Animation,Comedy",da,2000-10-06,6.7
The Salton Sea,"Crime,Drama,Mystery,Thriller",en,2002-02-02,6.7
1408,"Horror,Mystery",en,2007-06-22,6.7
Marie Antoinette,"Drama,History",en,2006-05-24,6.7
Project Almanac,"Science Fiction,Thriller,Drama",en,2015-01-28,6.7
Just Go with It,"Comedy,Romance",en,2011-02-10,6.7
Unknown,"Action,Mystery,Thriller",en,2011-02-16,6.7
White Men Can't Jump,"Comedy,Drama",en,1992-03-26,6.7
Footloose,"Drama,Romance",en,1984-02-17,6.7
When the Game Stands Tall,Drama,en,2014-08-22,6.7
Gimme Shelter,Drama,en,2013-10-17,6.7
Red Rock West,"Crime,Drama,Thriller",en,1993-05-14,6.7
Spanish Affair,"Comedy,Romance",es,2014-03-14,6.7
Of Gods and Men,"Drama,History",fr,2010-09-08,6.7
Tinker Bell and the Great Fairy Rescue,"Animation,Adventure,Family,Fantasy",en,2010-07-29,6.7
The Girl Next Door,"Thriller,Crime,Drama,Horror",en,2007-07-19,6.7
JCVD,"Drama,Action,Comedy,Crime",fr,2008-06-04,6.7
Signs,"Drama,Thriller,Science Fiction,Mystery",en,2002-08-02,6.7
Jingle Jangle: A Christmas Journey,"Family,Fantasy,Music",en,2020-11-06,6.7
The Ash Lad: In the Hall of the Mountain King,"Adventure,Fantasy",no,2017-09-29,6.7
The Princess Diaries 2: Royal Engagement,"Comedy,Drama,Family,Romance",en,2004-08-06,6.6
The Limey,"Crime,Drama,Mystery",en,1999-05-15,6.7
Brother Bear 2,"Adventure,Animation,Family",en,2006-08-17,6.7
The Lookout,"Crime,Drama,Thriller",en,2007-03-09,6.7
Hellboy,"Fantasy,Action",en,2004-04-02,6.7
Sex and Lucía,"Drama,Romance",es,2001-08-24,6.7
The Shiny Shrimps,Comedy,fr,2019-05-08,6.6
Ben Is Back,Drama,en,2018-12-05,6.6
Heaven Is for Real,Drama,en,2014-04-16,6.6
Martha Marcy May Marlene,"Drama,Thriller",en,2011-06-10,6.6
Goal!,Drama,en,2005-09-29,6.6
Cloverfield,"Action,Thriller,Science Fiction",en,2008-01-15,6.6
Russian Dolls,"Comedy,Drama,Romance",fr,2005-06-15,6.6
About a Boy,"Drama,Comedy,Romance",en,2002-04-26,6.6
Absolute Power,"Crime,Drama,Action",en,1997-02-14,6.6
Narco Sub,"Action,Drama,Crime",en,2021-01-22,6.6
All the Way,"Drama,History,TV Movie",en,2016-05-23,6.6
The Brothers Bloom,"Adventure,Comedy,Drama,Romance",en,2008-09-09,6.6
Monster House,"Animation,Comedy,Family,Fantasy",en,2006-06-30,6.6
I Care a Lot,"Comedy,Crime,Thriller,Drama",en,2021-02-19,6.6
A Simple Favor,"Crime,Thriller,Mystery,Comedy",en,2018-08-29,6.6
The Addams Family,"Family,Animation,Comedy",en,2019-10-10,6.6
The Last Will Be the Last,"Drama,Comedy",it,2015-11-12,6.6
The Thieves,"Action,Crime",ko,2012-07-25,6.6
Legend of the Fist: The Return of Chen Zhen,"Drama,Action,History,Thriller",cn,2010-09-01,6.6
Fracchia The Human Beast,Comedy,it,1981-12-22,6.6
Before Night Falls,Drama,en,2000-09-03,6.6
The Wild Goose Lake,"Crime,Drama,Thriller",zh,2019-12-06,6.6
Always Be My Maybe,"Romance,Comedy",en,2019-05-31,6.6
"Mickey, Donald, Goofy: The Three Musketeers","Adventure,Animation,Comedy,Family",en,2004-08-04,6.6
The Last Supper,"Comedy,Thriller,Crime,Drama",en,1995-09-08,6.6
Dave,Comedy,en,1993-05-07,6.6
Martian Child,"Comedy,Drama",en,2007-11-02,6.6
Keep an Eye Out,Comedy,fr,2018-07-04,6.6
The Current War,"Drama,History",en,2018-02-01,6.6
One Hour Photo,"Drama,Thriller",en,2002-08-21,6.6
Happy Death Day,"Horror,Mystery,Comedy",en,2017-10-12,6.6
The Spectacular Now,"Comedy,Drama,Romance",en,2013-08-02,6.6
Maledetto il giorno che t'ho incontrato,"Comedy,Romance",it,1992-01-31,6.6
Newsies,"Family,Drama,History,Music",en,1992-04-10,6.6
Death Sentence,"Action,Crime,Drama,Thriller",en,2007-08-31,6.6
You've Got Mail,"Comedy,Romance",en,1998-02-26,6.6
Star Trek III: The Search for Spock,"Science Fiction,Action,Adventure,Thriller",en,1984-06-01,6.6
The Champion,"Comedy,Drama",it,2019-04-18,6.6
Heartbreaker,"Romance,Comedy",fr,2010-03-17,6.6
The Quiet Earth,"Drama,Science Fiction,Thriller",en,1985-09-08,6.6
One Eight Seven,"Drama,Thriller",en,1997-07-29,6.6
Beast,"Drama,Thriller,Mystery,Crime",en,2018-04-18,6.6
Pirates of the Caribbean: Dead Men Tell No Tales,"Adventure,Action,Fantasy",en,2017-05-23,6.6
Stoker,"Drama,Horror,Thriller",en,2013-02-28,6.6
Cracks,"Drama,Mystery,Thriller",en,2009-12-04,6.6
The Great Raid,"Action,History,War",en,2005-08-12,6.6
Sea of Love,"Drama,Crime",en,1989-09-15,6.6
Torn Curtain,"Drama,Thriller,Romance",en,1966-07-13,6.6
Caught by a Wave,"Drama,Romance",it,2021-03-25,6.6
A Christmas Prince,"Romance,TV Movie",en,2017-11-17,6.6
Crimson Peak,"Horror,Thriller,Romance,Mystery",en,2015-10-13,6.6
Away We Go,"Comedy,Drama,Romance",en,2009-06-05,6.6
Ruthless People,Comedy,en,1986-06-26,6.6
Phantasm,"Horror,Science Fiction",en,1979-03-28,6.6
The Words,"Drama,Thriller",en,2012-09-07,6.6
Julia's Eyes,"Horror,Thriller",es,2010-10-29,6.6
Contagion,"Drama,Thriller,Science Fiction",en,2011-09-08,6.6
Dragon Ball Z: Dead Zone,"Animation,Action,Fantasy",ja,1989-07-15,6.6
Yes Man,"Comedy,Romance",en,2008-12-09,6.6
Mr. Jones,"Thriller,Drama,History",en,2019-10-25,6.6
Wildlife,Drama,en,2018-09-23,6.6
Spring,"Horror,Romance,Science Fiction",en,2014-10-08,6.6
Flowers in the Attic,"Drama,Mystery,Thriller,TV Movie",en,2014-01-18,6.6
Populaire,"Comedy,Romance",fr,2012-11-27,6.6
Princess Protection Program,"Family,TV Movie,Comedy,Drama",en,2009-05-20,6.6
My Sassy Girl,"Comedy,Romance",en,2008-05-26,6.6
Elf,"Comedy,Family,Fantasy",en,2003-10-09,6.6
Liar Liar,Comedy,en,1997-03-21,6.6
Bleach,"Action,Fantasy,Adventure",ja,2018-07-20,6.6
Attraction,"Drama,Romance,Science Fiction,Adventure",ru,2017-01-26,6.6
The Last Circus,"Comedy,Drama,Horror",es,2010-12-17,6.6
The Replacements,Comedy,en,2000-08-11,6.6
Thunderball,"Adventure,Action,Thriller",en,1965-12-11,6.6
The Infiltrator,"Crime,Drama,Thriller",en,2016-07-13,6.6
Reversal of Fortune,Drama,en,1990-10-05,6.6
House of Usher,"Horror,Drama",en,1960-06-22,6.6
The Other Boleyn Girl,"Drama,Romance",en,2008-02-28,6.6
The Rescuers Down Under,"Animation,Adventure,Family,Fantasy",en,1990-11-16,6.6
The Boss of It All,Comedy,da,2006-09-21,6.6
Enough,"Drama,Thriller",en,2002-05-21,6.6
Freaky,"Comedy,Fantasy,Horror,Thriller",en,2020-11-12,6.6
I'm Thinking of Ending Things,"Drama,Mystery,Thriller,Horror,Fantasy",en,2020-08-28,6.6
The Muppets,"Family,Comedy,Music",en,2011-11-22,6.6
Society,"Comedy,Horror,Mystery",en,1989-05-13,6.6
Pokémon: The Movie 2000,"Adventure,Fantasy,Animation,Science Fiction,Family",ja,1999-07-17,6.6
Alpha Dog,"Crime,Drama,Thriller",en,2006-01-27,6.6
Oxygen,"Science Fiction,Thriller,Horror",fr,2021-05-12,6.6
The Equalizer 2,"Action,Thriller,Crime",en,2018-07-19,6.6
Clouds of Sils Maria,Drama,en,2014-08-20,6.6
How I Live Now,"Drama,Action,Thriller,War",en,2013-09-10,6.6
Traitor,"Drama,Action,Thriller,Crime",en,2008-08-23,6.6
Dying Young,"Drama,Romance",en,1991-06-20,6.6
Kika,"Comedy,Drama",es,1993-10-29,6.6
The Ring,"Horror,Mystery",en,2002-10-18,6.6
Nanny McPhee,"Fantasy,Comedy,Family",en,2005-10-21,6.6
Child's Play,Horror,en,1988-11-08,6.6
My First Time,"Drama,Romance",fr,2012-01-18,6.6
Street Kings,"Action,Crime,Drama,Thriller",en,2008-04-10,6.6
The Protégé,"Action,Thriller",en,2021-08-19,6.6
Great Expectations,"Comedy,Drama,Romance",en,1998-01-30,6.6
Time Freak,"Science Fiction,Comedy,Romance",en,2018-11-09,6.6
The Brand New Testament,"Comedy,Fantasy",fr,2015-09-02,6.6
22 Bullets,"Drama,Crime,Thriller",fr,2010-03-23,6.6
Police Academy,"Comedy,Crime",en,1984-03-22,6.6
Zombie Flesh Eaters,Horror,it,1979-08-25,6.6
Girl with a Pearl Earring,"Drama,Romance",en,2003-12-12,6.6
Planet Terror,"Horror,Action,Thriller",en,2007-04-06,6.6
Yves Saint Laurent,Drama,fr,2014-01-08,6.6
The Hunter,"Drama,Thriller,Adventure",en,2011-10-06,6.6
Time Bandits,"Family,Fantasy,Science Fiction,Adventure,Comedy",en,1981-07-13,6.6
The Masque of the Red Death,"Drama,Horror",en,1964-06-24,6.6
Gummo,"Drama,Comedy",en,1997-10-17,6.6
Rugrats in Paris: The Movie,"Family,Animation,Adventure,Comedy",en,2000-09-14,6.6
Keeping Mum,Comedy,en,2005-12-02,6.6
Vampire Hunter D,"Animation,Fantasy,Horror",ja,1985-12-21,6.6
Dalida,"Music,Drama",fr,2017-01-11,6.6
The Wizard of Lies,"Crime,Drama,History,Thriller,TV Movie",en,2017-05-11,6.6
Tinker Tailor Soldier Spy,"Drama,Thriller,Mystery",en,2011-09-16,6.6
Bright Star,"Drama,Romance",en,2009-11-05,6.6
Swimming with Sharks,"Crime,Comedy",en,1994-09-10,6.6
Cronos,"Drama,Horror,Thriller",es,1993-11-05,6.6
Commando,"Action,Adventure,Thriller",en,1985-10-03,6.6
Space Pirate Captain Harlock,"Animation,Science Fiction",ja,2013-09-07,6.6
Lilo & Stitch 2: Stitch Has a Glitch,"Animation,Family,Comedy,Science Fiction",en,2005-01-22,6.6
Logan's Run,"Action,Science Fiction",en,1976-06-23,6.6
Something's Gotta Give,"Drama,Comedy,Romance",en,2003-12-12,6.6
The Last Mercenary,"Action,Comedy",fr,2021-07-30,6.6
The Seventh Company Outdoors,Comedy,fr,1977-12-07,6.6
Grumpy Old Men,Comedy,en,1993-12-25,6.6
Three Kings,"Action,Comedy,War",en,1999-04-21,6.6
Trance,"Thriller,Crime,Drama,Mystery",en,2013-03-27,6.6
Bringing Out the Dead,Drama,en,1999-10-22,6.6
Veronica Mars,"Comedy,Drama,Crime",en,2014-03-13,6.6
Inside Man: Most Wanted,"Action,Thriller",en,2019-09-24,6.6
The Legacy of the Bones,"Thriller,Crime",es,2019-12-05,6.6
Valerian and the City of a Thousand Planets,"Adventure,Science Fiction,Action",en,2017-07-20,6.6
The Crucible,"Drama,History",en,1996-11-27,6.6
Damage,"Drama,Romance",en,1992-12-02,6.6
Tigerland,"Drama,War",en,2000-10-06,6.6
Cocoon,"Comedy,Drama,Science Fiction",en,1985-06-21,6.6
Crank,"Action,Thriller,Crime",en,2006-08-31,6.6
Popstar: Never Stop Never Stopping,"Comedy,Music",en,2016-06-03,6.6
The Way Back,Drama,en,2020-03-05,6.6
Storks,"Adventure,Animation,Comedy,Family",en,2016-09-22,6.6
Night Moves,"Thriller,Crime,Mystery",en,1975-02-27,6.6
Midway,"Action,Drama,History,War",en,1976-06-18,6.6
The Long Kiss Goodnight,"Crime,Action,Mystery,Thriller",en,1996-10-11,6.6
Happy Gilmore,Comedy,en,1996-02-16,6.6
Bully,"Crime,Drama",en,2001-06-15,6.6
"Good Luck Charlie, It's Christmas!","TV Movie,Comedy,Family",en,2011-12-08,6.6
Welcome to the Rileys,Drama,en,2010-10-29,6.6
Ms .45,"Crime,Thriller",en,1981-04-24,6.6
Demons,Horror,it,1985-10-04,6.6
Body of Lies,"Action,Drama,Thriller",en,2008-10-09,6.6
Breach,"Drama,Thriller,Crime,History",en,2007-02-12,6.6
Mistress America,Comedy,en,2015-08-14,6.6
Pineapple Express,"Action,Comedy,Crime",en,2008-08-06,6.6
Burn After Reading,"Comedy,Drama",en,2008-09-05,6.6
Books of Blood,"Horror,Science Fiction",en,2020-10-07,6.6
Batman: The Killing Joke,"Action,Animation,Crime,Drama",en,2016-07-24,6.6
The Guest,"Mystery,Thriller,Action",en,2014-09-05,6.6
Point Blank,"Action,Thriller,Crime",fr,2010-11-08,6.6
Real Genius,"Comedy,Romance,Science Fiction",en,1985-08-07,6.6
Love in the Time of Cholera,"Drama,Romance",en,2007-10-04,6.6
Brittany Runs a Marathon,"Comedy,Drama",en,2019-08-23,6.6
Postcards from the Edge,"Comedy,Drama",en,1990-09-14,6.6
The Gauntlet,"Drama,Action,Crime,Thriller",en,1977-12-21,6.6
The Chronicles of Narnia: Prince Caspian,"Adventure,Family,Fantasy",en,2008-05-15,6.6
Buried,"Drama,Thriller,Mystery",en,2010-09-24,6.6
Play Misty for Me,"Drama,Thriller",en,1971-10-01,6.6
Fermat's Room,"Mystery,Thriller",es,2007-10-07,6.6
Hell House LLC,"Horror,Mystery,Thriller",en,2015-10-16,6.6
River's Edge,"Crime,Drama",en,1986-08-27,6.6
The People Under the Stairs,"Horror,Mystery",en,1991-11-01,6.6
The Prince of Tides,"Drama,Romance",en,1991-12-25,6.6
Dragon Ball Z: The Return of Cooler,"Action,Animation,Science Fiction",ja,1992-03-07,6.6
Taxidermia,"Drama,Horror,Comedy",hu,2006-08-23,6.6
The Great Gilly Hopkins,"Comedy,Drama,Family",en,2015-10-05,6.6
Bad Hair Day,"TV Movie,Adventure,Comedy",en,2015-02-13,6.6
Alice in Wonderland,"Family,Fantasy,Adventure",en,2010-03-03,6.6
Taxi,"Action,Comedy",fr,1998-04-08,6.6
Mary Queen of Scots,"Drama,History",en,2018-12-07,6.6
All Is Lost,"Action,Adventure,Drama",en,2013-08-23,6.6
The Kindergarten Teacher,Drama,en,2018-09-23,6.6
Radius,"Thriller,Drama,Horror",en,2017-07-17,6.6
The Diary of a Teenage Girl,"Drama,Romance",en,2015-08-07,6.6
The Hunger,"Horror,Drama",en,1983-04-29,6.6
The Man in the Iron Mask,"Adventure,Action,Drama",en,1998-03-12,6.6
Rambo,"Action,Thriller",en,2008-01-24,6.6
Turbo Kid,"Action,Adventure,Comedy,Science Fiction,Horror",en,2015-08-14,6.6
The Heat,"Action,Comedy,Crime",en,2013-06-27,6.6
Suicide Club,"Drama,Horror,Thriller",ja,2001-10-29,6.6
My Best Friend's Wedding,"Comedy,Romance",en,1997-06-19,6.6
The Final Countdown,"War,Action,Science Fiction",en,1980-01-31,6.6
When We First Met,"Comedy,Romance,Fantasy",en,2018-02-09,6.6
The Nutty Professor,"Comedy,Romance,Science Fiction",en,1963-06-04,6.6
Bring It On: All or Nothing,Comedy,en,2006-08-08,6.6
99 francs,"Drama,Comedy",fr,2007-09-26,6.6
Resident Evil,"Horror,Action,Science Fiction",en,2002-03-15,6.6
The Kid Detective,"Comedy,Drama,Mystery",en,2020-10-16,6.6
The Poughkeepsie Tapes,"Horror,Mystery,Crime,Thriller",en,2009-01-30,6.6
Tuck Everlasting,"Drama,Family,Fantasy,Romance",en,2002-10-11,6.6
Bubba Ho-tep,"Comedy,Horror,Thriller,Mystery,Fantasy",en,2002-06-09,6.6
French Fried Vacation,Comedy,fr,1978-11-11,6.6
Tropic Thunder,"Action,Comedy,Adventure,War",en,2008-08-09,6.6
Beavis and Butt-Head Do America,"Animation,Comedy",en,1996-12-15,6.6
